seed,mutation_name,dataset,category,is_mutated,sem_detected,sem_confidence,sem_fired_detectors,sem_semantic_match,ensemble_detected,ensemble_score,ensemble_n_fired,ks_detected,ks_score,ge_detected,ge_n_failed
456,stock__reverse_series,stock,temporal,True,True,1.0,temporal_acf,True,True,0.2,1,False,1.0,False,0
456,power__scale_active_1.1,power,scaling,True,True,1.0,scale_active|inject_spikes,True,True,0.2,1,True,0.0,False,0
456,power__scale_voltage_0.5,power,scaling,True,True,1.0,scale_voltage,True,True,0.4,2,True,0.0,True,1
456,power__shuffle_within_day,power,temporal,True,True,0.9983812622876189,shuffle_within_day,True,True,0.2,1,False,1.0,False,0
456,power__shift_by_1week,power,temporal,True,True,1.0,shuffle_within_day|missing_segment,True,False,0.0,0,False,1.0,False,0
456,power__column_swap_voltage_intensity,power,structural,True,True,1.0,scale_voltage|column_swap,True,True,0.8,4,True,0.0,True,4
456,power__missing_6hour_segment,power,structural,True,True,1.0,inject_spikes|missing_segment,True,False,0.0,0,False,1.0,False,0
456,power__data_repetition_5x,power,structural,True,True,1.0,scale_active|inject_spikes|data_repetition|temporal_acf_power|constant_segment,True,False,0.0,0,False,1.0,True,1
456,power__sign_flip_reactive,power,structural,True,True,1.0,sign_flip_reactive,True,True,0.6,3,True,0.0,True,3
456,power__inject_spikes_100_3.0,power,quality,True,True,0.5222222222222223,inject_spikes,True,False,0.0,0,False,1.0,False,0
456,power__extreme_outliers_50,power,quality,True,True,0.5555555555555556,inject_spikes,True,False,0.0,0,False,1.0,False,0
456,power__constant_segment_2h,power,quality,True,True,0.4,constant_segment,True,False,0.0,0,False,1.0,False,0
789,__clean__walmart,walmart,clean,False,False,0.0,,,False,0.0,0,False,1.0,False,0
789,__clean__stock,stock,clean,False,False,0.0,,,False,0.0,0,False,1.0,False,0
789,__clean__power,power,clean,False,False,0.0,,,False,0.0,0,False,1.0,False,0
789,walmart__shift_dates_-7,walmart,temporal,True,True,0.5,shift_dates,True,False,0.0,0,False,1.0,True,1
789,walmart__shift_dates_7,walmart,temporal,True,True,0.5,shift_dates,True,False,0.0,0,False,1.0,True,1
789,walmart__scale_sales_0.9,walmart,scaling,True,True,1.0,scale_sales,True,True,0.2,1,True,4.347963627255046e-21,False,0
789,walmart__scale_temperature_2x,walmart,scaling,True,True,1.0,scale_temperature,True,True,0.6,3,True,0.0,True,2
789,walmart__toggle_holiday,walmart,structural,True,True,1.0,toggle_holiday,True,True,0.4,2,True,0.0,True,1
789,walmart__missing_recent_10pct,walmart,structural,True,True,1.0,shift_dates|missing_recent,True,True,0.2,1,True,2.1510499346510065e-07,False,0
789,walmart__missing_stores_5,walmart,structural,True,True,0.7407407407407407,missing_stores,True,True,0.2,1,True,6.738742174806475e-07,True,1
789,walmart__duplicate_rows_5pct,walmart,quality,True,True,0.4988344988344988,duplicate_rows,True,False,0.0,0,False,1.0,False,0
789,walmart__wrong_aggregation_x7,walmart,aggregation,True,True,1.0,scale_sales,True,True,0.6,3,True,0.0,True,3
789,stock__noise_0.01,stock,quality,True,False,0.0,,,False,0.0,0,False,0.9999999999996436,False,0
789,stock__zero_volume_30pct,stock,quality,True,True,1.0,zero_volume,True,True,0.6,3,True,3.415409117345732e-50,True,2
789,stock__drop_5pct,stock,structural,True,True,1.0,shift_price|timestamp_lag,False,False,0.0,0,False,0.9999999999999981,False,0
789,stock__column_swap_open_close,stock,structural,True,True,0.9999999999999998,column_swap,True,False,0.0,0,False,0.9999999999996436,False,0
789,stock__shift_price_0.5,stock,scaling,True,True,1.0,shift_price,True,False,0.0,0,False,0.9948076838263524,False,0
789,stock__unit_conversion_x10,stock,scaling,True,True,1.0,noise|shift_price|unit_conversion,True,True,0.4,2,True,0.0,True,15
789,stock__timestamp_lag_1day,stock,temporal,True,True,0.2,timestamp_lag,True,False,0.0,0,False,1.0,False,0
789,stock__reverse_series,stock,temporal,True,True,1.0,temporal_acf,True,True,0.2,1,False,1.0,False,0
789,power__scale_active_1.1,power,scaling,True,True,1.0,scale_active|inject_spikes,True,True,0.2,1,True,0.0,False,0
789,power__scale_voltage_0.5,power,scaling,True,True,1.0,scale_voltage,True,True,0.4,2,True,0.0,True,1
789,power__shuffle_within_day,power,temporal,True,True,1.0,shuffle_within_day,True,True,0.2,1,False,1.0,False,0
789,power__shift_by_1week,power,temporal,True,True,1.0,shuffle_within_day|missing_segment,True,False,0.0,0,False,1.0,False,0
789,power__column_swap_voltage_intensity,power,structural,True,True,1.0,scale_voltage|column_swap,True,True,0.8,4,True,0.0,True,4
789,power__missing_6hour_segment,power,structural,True,True,1.0,inject_spikes|missing_segment,True,False,0.0,0,False,1.0,False,0
789,power__data_repetition_5x,power,structural,True,True,1.0,scale_active|inject_spikes|data_repetition|temporal_acf_power|constant_segment,True,False,0.0,0,False,1.0,True,1
789,power__sign_flip_reactive,power,structural,True,True,1.0,sign_flip_reactive,True,True,0.6,3,True,0.0,True,3
789,power__inject_spikes_100_3.0,power,quality,True,True,0.5111111111111111,inject_spikes,True,False,0.0,0,False,1.0,False,0
789,power__extreme_outliers_50,power,quality,True,True,0.5333333333333333,inject_spikes,True,False,0.0,0,False,1.0,False,0
789,power__constant_segment_2h,power,quality,True,True,0.4,constant_segment,True,False,0.0,0,False,1.0,False,0
